source,block,path,arm,complete,failure_reason,salary_spend,cap_legal,position_legal,top_n_legal,roster
actual,1,16,baseline,True,,298.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins | TreVeyon Henderson
actual,1,17,baseline,True,,298.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins | TreVeyon Henderson
actual,1,18,baseline,True,,298.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins | TreVeyon Henderson
actual,1,19,baseline,True,,295.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | Christian McCaffrey | D'Andre Swift | DJ Moore | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | TreVeyon Henderson
actual,1,20,baseline,True,,298.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins | TreVeyon Henderson
actual,1,21,baseline,True,,298.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins | TreVeyon Henderson
actual,1,22,baseline,True,,297.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Josh Jacobs | Kyle Pitts | Rome Odunze | Tee Higgins | TreVeyon Henderson
actual,1,23,baseline,True,,298.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins | TreVeyon Henderson
actual,1,24,baseline,True,,298.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins | TreVeyon Henderson
actual,1,25,baseline,True,,298.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins | TreVeyon Henderson
actual,1,26,baseline,True,,298.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins | TreVeyon Henderson
actual,1,27,baseline,True,,298.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins | TreVeyon Henderson
actual,1,28,baseline,True,,298.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins | TreVeyon Henderson
actual,1,29,baseline,True,,298.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins | TreVeyon Henderson
actual,1,30,baseline,True,,298.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins | TreVeyon Henderson
actual,1,31,baseline,True,,294.0,True,True,True,Aaron Rodgers | Cam Skattebo | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | George Pickens | Kyle Pitts | Luther Burden III | Rome Odunze | Tee Higgins | TreVeyon Henderson
actual,1,0,shortlist,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,1,shortlist,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,2,shortlist,True,,293.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Hunter Henry | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,3,shortlist,True,,298.0,True,True,True,Cam Ward | Carnell Tate | Christian McCaffrey | Colston Loveland | D'Andre Swift | De'Von Achane | De'Zhaun Stribling | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,4,shortlist,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,5,shortlist,True,,294.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Jordan Addison | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,6,shortlist,True,,293.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Hunter Henry | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,7,shortlist,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,8,shortlist,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,9,shortlist,True,,293.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Jordan Mason | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,10,shortlist,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,11,shortlist,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,12,shortlist,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,13,shortlist,True,,294.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins | Wan'Dale Robinson
actual,1,14,shortlist,True,,293.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Chris Rodriguez Jr. | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,15,shortlist,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,16,shortlist,True,,293.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jacory Croskey-Merritt | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,17,shortlist,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,18,shortlist,True,,293.0,True,True,True,Brian Robinson | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,19,shortlist,True,,297.0,True,True,True,Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Mike Washington Jr. | Rome Odunze | Samaje Perine | Tee Higgins
actual,1,20,shortlist,True,,293.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Chris Godwin Jr. | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,21,shortlist,True,,293.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jakobi Meyers | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,22,shortlist,True,,296.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Chris Olave | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Rome Odunze | Tee Higgins
actual,1,23,shortlist,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,24,shortlist,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,25,shortlist,True,,293.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins | Woody Marks
actual,1,26,shortlist,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,27,shortlist,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,28,shortlist,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,29,shortlist,True,,294.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | Dallas Goedert | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,30,shortlist,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,31,shortlist,True,,297.0,True,True,True,A.J. Brown | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jalen Coker | Jameson Williams | Kyle Pitts | Rome Odunze | Tee Higgins
actual,1,0,full_exact,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,1,full_exact,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,2,full_exact,True,,293.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Hunter Henry | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,3,full_exact,True,,298.0,True,True,True,Cam Ward | Carnell Tate | Christian McCaffrey | Colston Loveland | D'Andre Swift | De'Von Achane | De'Zhaun Stribling | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,4,full_exact,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,5,full_exact,True,,294.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Jordan Addison | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,6,full_exact,True,,293.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Hunter Henry | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,7,full_exact,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,8,full_exact,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,9,full_exact,True,,293.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Jordan Mason | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,10,full_exact,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,11,full_exact,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,12,full_exact,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,13,full_exact,True,,294.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins | Wan'Dale Robinson
actual,1,14,full_exact,True,,293.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Chris Rodriguez Jr. | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,15,full_exact,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,16,full_exact,True,,293.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jacory Croskey-Merritt | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,17,full_exact,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,18,full_exact,True,,293.0,True,True,True,Brian Robinson | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,19,full_exact,True,,297.0,True,True,True,Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Mike Washington Jr. | Rome Odunze | Samaje Perine | Tee Higgins
actual,1,20,full_exact,True,,293.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Chris Godwin Jr. | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,21,full_exact,True,,293.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jakobi Meyers | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,22,full_exact,True,,296.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Chris Olave | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Rome Odunze | Tee Higgins
actual,1,23,full_exact,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,24,full_exact,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,25,full_exact,True,,293.0,True,True,True,Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins | Woody Marks
actual,1,26,full_exact,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,27,full_exact,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
actual,1,28,full_exact,True,,293.0,True,True,True,Aaron Rodgers | Cam Skattebo | Cam Ward | Carnell Tate | Christian McCaffrey | D'Andre Swift | De'Von Achane | Drake Maye | Jameson Williams | Kyle Pitts | Kyren Williams | Rome Odunze | Tee Higgins
